10.981,10.207,10.983
10.61,10.248,10.518
10.713,10.26,10.115
10.55,10.219,10.312
10.973,10.309,10.946
10.411,10.01,10.31
10.155,10.994,10.45
10.545,10.262,10.883
10.103,10.824,10.427
10.92,10.528,10.871
10.353,10.4,10.598
10.912,10.133,10.042
10.401,10.596,10.92
10.294,10.545,10.782
10.327,10.095,10.442
10.029,10.675,10.112
10.2,10.53,10.627
10.374,10.606,10.846
10.702,10.393,10.572
10.25,10.727,10.343
10.079,10.302,10.3
10.023,10.176,10.861
10.656,10.857,10.271
10.896,10.209,10.964
10.414,10.23,10.818
10.36,10.502,10.748
10.832,10.394,10.097
10.265,10.792,10.937
10.568,10.938,10.597
10.988,10.762,10.186
10.517,10.64,10.869
10.6,11,10.129
10.293,10.477,10.13
10.228,10.181,10.672
10.326,10.791,10.546
10.231,10.687,10.049
10.573,10.994,10.363
10.559,10.927,10.26
10.832,10.175,10.88
10.28,10.849,10.807
10.189,10.979,10.254
10.779,10.811,10.498
10.916,10.101,10.136
10.858,10.019,10.728
10.817,10.116,10.489
10.347,10.774,10.285
10.824,10.173,10.864
10.926,10.191,10.05
10.548,10.01,10.828
10.909,10.705,10.243
10.589,10.939,10.896
10.606,10.792,10.836
10.56,10.001,10.251
10.432,10.431,10.875
10.068,10.34,10.177
10.246,10.728,10.288
10.237,10.14,10.221
10.818,10.378,10.666
10.936,10.426,10.605
10.97,10.365,10.664
10.315,10.886,10.296
10.295,10.907,10.493
10.207,10.026,10.17
10.302,10.961,10.784
10.673,10.841,10.421
10.704,10.481,10.821
10.437,10.86,10.009
10.996,10.275,10.034
10.152,10.48,10.889
10.283,10.784,10.17
10.731,10.247,10.082
10.853,10.687,10.958
10.985,10.535,10.906
10.477,10.89,10.024
10.129,10.741,10.391
10.394,10.602,10.024
10.388,10.057,10.69
10.52,10.076,10.406
10.43,10.659,10.218
10.081,10.468,10.729
10.614,10.901,10.253
10.22,10.236,10.81
10.702,10.879,10.711
10.661,10.44,10.563
10.99,10.957,10.337
10.155,10.417,10.554
10.03,10.867,10.894
10.497,10.209,10.722
10.7,10.461,10.171
10.794,10.888,10.143
10.94,10,10.439
10.011,10.235,10.707
10.694,10.265,10.327
10.093,10.042,10.759
10.325,10.522,10.952
10.669,10.473,10.649
10.666,10.23,10.805
10.503,10.434,10.709
10.555,10.255,10.075
10.589,10.674,10.588
10.534,10.473,10.324
10.431,10.765,10.996
10.265,10.792,10.135
10.036,10.454,10.563
10.231,10.145,10.677
10.354,10.51,10.695
10.595,10.506,10.776
10.685,10.319,10.832
10.661,10.587,10.019
10.837,10.114,10.84
10.337,10.429,10.794
10.142,10.608,10.931
10.636,10.048,10.698
10.257,10.691,10.363
10.542,10.222,10.905
